ADCRef50v,Battery-1,Battery-2,Battery-3,Battery-4,CRC8
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.41,0.01,0.01,167
4.54,4.37,12.41,0.01,0.01,136
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.53,4.35,12.39,0.01,0.01,231
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.41,0.01,0.01,167
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.53,4.35,12.38,0.01,0.01,50
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.37,12.40,0.01,0.01,93
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.53,4.35,12.38,0.01,0.01,50
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.53,4.35,12.38,0.01,0.01,50
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.53,4.35,12.37,0.01,0.01,213
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.40,0.01,0.01,114
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.53,4.35,12.38,0.01,0.01,50
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.35,12.36,0.01,0.01,206
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.38,0.01,0.01,141
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.37,0.01,0.01,106
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.35,12.36,0.01,0.01,206
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.35,12.36,0.01,0.01,206
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.53,4.35,12.34,0.01,0.01,179
4.53,4.35,12.34,0.01,0.01,179
4.53,4.35,12.34,0.01,0.01,179
4.54,4.36,12.36,0.01,0.01,191
4.53,4.35,12.33,0.01,0.01,170
4.53,4.35,12.34,0.01,0.01,179
4.53,4.35,12.34,0.01,0.01,179
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.36,0.01,0.01,191
4.53,4.35,12.33,0.01,0.01,170
4.53,4.35,12.34,0.01,0.01,179
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.36,0.01,0.01,191
4.53,4.35,12.34,0.01,0.01,179
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.36,0.01,0.01,191
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.53,4.35,12.33,0.01,0.01,170
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.53,4.35,12.33,0.01,0.01,170
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.35,0.01,0.01,217
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.35,12.33,0.01,0.01,100
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.33,0.01,0.01,100
4.54,4.35,12.33,0.01,0.01,100
4.54,4.35,12.33,0.01,0.01,100
4.54,4.35,12.33,0.01,0.01,100
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.33,0.01,0.01,21
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.33,0.01,0.01,21
4.54,4.35,12.33,0.01,0.01,100
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.32,0.01,0.01,192
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.32,0.01,0.01,192
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.32,0.01,0.01,192
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.32,0.01,0.01,192
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.34,0.01,0.01,125
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.32,0.01,0.01,192
4.54,4.36,12.32,0.01,0.01,192
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.32,0.01,0.01,192
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.32,0.01,0.01,177
4.54,4.36,12.32,0.01,0.01,192
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.32,0.01,0.01,177
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.31,0.01,0.01,215
