ADCRef50v,Battery-1,Battery-2,Battery-3,Battery-4,CRC8
4.54,4.35,12.31,0.01,0.01,215
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.36,12.31,0.01,0.01,166
4.54,4.36,12.31,0.01,0.01,166
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.31,0.01,0.01,215
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.29,0.01,0.01,65
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.31,0.01,0.01,215
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.35,12.31,0.01,0.01,215
4.54,4.36,12.31,0.01,0.01,166
4.54,4.36,12.31,0.01,0.01,166
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.31,0.01,0.01,215
4.53,4.34,12.29,0.01,0.01,160
4.53,4.34,12.29,0.01,0.01,160
4.53,4.35,12.29,0.01,0.01,143
4.54,4.35,12.31,0.01,0.01,215
4.54,4.36,12.31,0.01,0.01,166
4.54,4.36,12.31,0.01,0.01,166
4.53,4.34,12.29,0.01,0.01,160
4.54,4.36,12.31,0.01,0.01,166
4.53,4.35,12.29,0.01,0.01,143
4.53,4.35,12.29,0.01,0.01,143
4.53,4.35,12.29,0.01,0.01,143
4.54,4.36,12.31,0.01,0.01,166
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.53,4.35,12.29,0.01,0.01,143
4.53,4.35,12.28,0.01,0.01,90
4.54,4.35,12.29,0.01,0.01,65
4.54,4.36,12.29,0.01,0.01,48
4.53,4.35,12.29,0.01,0.01,143
4.53,4.34,12.28,0.01,0.01,117
4.54,4.35,12.31,0.01,0.01,215
4.54,4.36,12.31,0.01,0.01,166
4.54,4.35,12.29,0.01,0.01,65
4.53,4.35,12.28,0.01,0.01,90
4.53,4.34,12.29,0.01,0.01,160
4.53,4.34,12.28,0.01,0.01,117
4.53,4.35,12.28,0.01,0.01,90
4.53,4.34,12.29,0.01,0.01,160
4.53,4.35,12.29,0.01,0.01,143
4.53,4.34,12.28,0.01,0.01,117
4.53,4.34,12.28,0.01,0.01,117
4.53,4.34,12.28,0.01,0.01,117
4.53,4.34,12.28,0.01,0.01,117
4.53,4.34,12.28,0.01,0.01,117
4.53,4.35,12.29,0.01,0.01,143
4.53,4.34,12.28,0.01,0.01,117
4.53,4.34,12.28,0.01,0.01,117
4.53,4.35,12.28,0.01,0.01,90
4.53,4.35,12.28,0.01,0.01,90
4.53,4.34,12.28,0.01,0.01,117
4.53,4.34,12.28,0.01,0.01,117
4.53,4.35,12.28,0.01,0.01,90
4.53,4.34,12.28,0.01,0.01,117
4.53,4.35,12.28,0.01,0.01,90
4.53,4.34,12.28,0.01,0.01,117
4.53,4.34,12.28,0.01,0.01,117
4.53,4.35,12.28,0.01,0.01,90
4.53,4.34,12.28,0.01,0.01,117
4.54,4.36,12.29,0.01,0.01,48
4.54,4.35,12.29,0.01,0.01,65
4.53,4.34,12.28,0.01,0.01,117
4.53,4.34,12.28,0.01,0.01,117
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.53,4.34,12.28,0.01,0.01,117
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.53,4.34,12.28,0.01,0.01,117
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.29,0.01,0.01,65
4.53,4.34,12.26,0.01,0.01,71
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.53,4.34,12.26,0.01,0.01,71
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.29,0.01,0.01,65
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.53,4.34,12.26,0.01,0.01,71
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.53,4.34,12.26,0.01,0.01,71
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.28,0.01,0.01,148
4.53,4.34,12.26,0.01,0.01,71
4.53,4.34,12.26,0.01,0.01,71
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.53,4.34,12.25,0.01,0.01,33
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.28,0.01,0.01,148
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.53,4.34,12.25,0.01,0.01,33
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.53,4.34,12.25,0.01,0.01,33
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.53,4.34,12.24,0.01,0.01,244
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.53,4.34,12.25,0.01,0.01,33
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.53,4.34,12.24,0.01,0.01,244
4.53,4.34,12.24,0.01,0.01,244
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.27,0.01,0.01,115
4.54,4.35,12.25,0.01,0.01,192
4.53,4.34,12.24,0.01,0.01,244
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.53,4.34,12.24,0.01,0.01,244
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.53,4.34,12.24,0.01,0.01,244
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.53,4.34,12.24,0.01,0.01,244
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.53,4.34,12.24,0.01,0.01,244
4.54,4.35,12.24,0.01,0.01,21
4.53,4.34,12.22,0.01,0.01,56
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.25,0.01,0.01,192
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.24,0.01,0.01,21
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.33,12.23,0.01,0.01,238
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.33,12.23,0.01,0.01,238
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.35,12.23,0.01,0.01,12
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.23,0.01,0.01,12
4.54,4.33,12.23,0.01,0.01,238
4.54,4.35,12.23,0.01,0.01,12
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.34,12.23,0.01,0.01,35
4.54,4.34,12.23,0.01,0.01,35
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.21,0.01,0.01,93
4.54,4.34,12.23,0.01,0.01,35
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.34,12.23,0.01,0.01,35
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.23,0.01,0.01,12
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.20,0.01,0.01,136
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.34,12.22,0.01,0.01,246
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.21,0.01,0.01,191
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.21,0.01,0.01,191
4.54,4.33,12.21,0.01,0.01,93
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.35,12.20,0.01,0.01,106
4.54,4.33,12.20,0.01,0.01,136
